first_name,second_name,goals_scored,assists,minutes,goals_conceded,creativity,influence,threat,ict_index,clean_sheets,red_cards,yellow_cards,now_cost,element_type
Bashir,Humphreys,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40,DEF
Deivid Washington,de Souza Eugênio,0,0,11,1,0.1,0.0,4.0,0.4,0,0,0,45,FWD
Eddie,Beach,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40,GK
Diego Manuel Jadon,da Silva Moreira,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45,MID
Đorđe,Petrović,0,0,1986,38,0.0,567.8,0.0,56.8,5,0,2,47,GK
Alfie,Gilchrist,1,0,200,6,8.6,70.6,33.0,11.1,1,0,1,40,DEF
Ronnie,Stutter,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45,FWD
Alex,Matos,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,45,MID
Josh,Brooking,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40,DEF
Leo,Castledine,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45,MID
Cesare,Casadei,0,0,71,3,27.4,19.8,2.0,5.1,0,0,0,45,MID
Ishé,Samuels-Smith,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40,DEF
Ollie,Harrison,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45,MID
Jimi,Tauriainen,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,45,MID
Josh,Acheampong,0,0,5,0,0.0,15.0,0.0,1.5,0,0,0,40,DEF
Teddy,Sharman-Lowe,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40,GK
Tyrique,George,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45,FWD
Kiano,Dyer,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45,MID
Ted,Curd,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40,GK
Zak,Sturge,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40,DEF
Rob,Holding,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,43,DEF
Naouirou,Ahamada,0,0,332,14,25.2,41.2,61.0,12.9,0,1,2,43,MID
Joachim,Andersen,2,3,3416,58,301.1,873.6,253.0,143.1,10,0,7,47,DEF
Jordan,Ayew,4,7,2540,39,445.2,517.6,550.0,151.1,11,1,7,53,MID
Nathaniel,Clyne,0,1,1335,16,67.8,179.6,21.0,27.0,5,0,0,43,DEF
Cheick,Doucouré,0,0,920,12,138.5,165.8,36.0,34.2,3,0,2,48,MID
Malcolm,Ebiowei,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,44,MID
Odsonne,Edouard,7,0,1545,24,256.7,359.6,663.0,128.0,6,0,4,53,FWD
Eberechi,Eze,11,5,2054,28,810.0,740.4,735.0,228.7,8,0,3,60,MID
Vicente,Guaita,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,44,GK
Marc,Guéhi,0,1,2020,32,106.6,417.8,35.0,56.1,6,0,2,42,DEF
Will,Hughes,0,2,1886,38,338.6,319.2,67.0,72.3,8,0,6,49,MID
Sam,Johnstone,0,0,1796,27,0.0,321.4,0.0,32.2,6,0,1,43,GK
Jefferson,Lerma Solís,1,1,2399,46,366.1,417.6,240.0,102.4,5,0,8,47,MID
Jean-Philippe,Mateta,16,7,2274,44,404.0,775.0,741.0,191.9,8,0,3,51,FWD
Remi,Matthews,0,0,3,1,0.0,1.0,0.0,0.1,0,0,0,39,GK
Tyrick,Mitchell,2,3,3204,55,393.7,669.8,209.0,127.4,10,0,6,45,DEF
Jake,O'Brien,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40,DEF
Michael,Olise,10,6,1272,19,568.7,627.6,556.0,175.4,3,0,0,57,MID
Luke,Plange,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45,FWD
Chris,Richards,1,1,2091,38,87.5,456.2,108.0,65.2,4,0,3,39,DEF
Jairo,Riedewald,0,0,228,3,9.3,24.6,14.0,4.8,1,0,0,43,MID
Jeffrey,Schlupp,2,2,1340,25,234.2,279.8,229.0,74.1,4,0,1,48,MID
James,Tomkins,0,0,8,2,0.3,3.0,0.0,0.3,0,0,0,39,DEF
Joel,Ward,0,1,1978,34,79.0,348.2,41.0,46.8,5,0,4,45,DEF
Joe,Whitworth,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,39,GK
Dean,Henderson,0,0,1620,30,0.0,434.8,0.0,43.7,4,0,2,44,GK
Matheus,França de Oliveira,0,2,224,7,77.7,36.4,53.0,16.5,0,0,1,48,MID
Jesurun,Rak-Sakyi,0,0,132,3,28.2,23.2,58.0,11.0,1,0,0,45,MID
John-Kymani,Gordon,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45,FWD
Ademola,Ola-Adebomi,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45,FWD
David,Ozoh,0,0,148,5,4.0,25.2,0.0,2.9,0,0,1,45,MID
Jadan,Raymond,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45,MID
Tayo,Adaramola,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40,DEF
Daniel,Muñoz,0,4,1440,22,265.6,331.0,119.0,71.7,5,0,4,45,DEF
Adam,Wharton,0,3,1296,16,287.9,255.0,29.0,57.3,7,0,2,50,MID
Franco,Umeh-Chibueze,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45,FWD
Kaden,Rodney,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45,MID
Roshaun,Mathurin,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,44,MID
André,Tavares Gomes,1,0,505,7,88.3,72.8,81.0,24.1,3,0,4,44,MID
Jarrad,Branthwaite,3,1,3116,44,67.2,789.4,185.0,104.3,12,0,8,45,DEF
Dominic,Calvert-Lewin,7,3,2166,27,255.6,403.0,901.0,154.8,13,0,2,58,FWD
Seamus,Coleman,0,0,661,10,49.9,108.6,6.0,16.5,4,0,0,44,DEF
Dele,Alli,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,48,MID
Abdoulaye,Doucouré,7,3,2632,36,456.5,462.4,687.0,161.0,12,0,7,55,MID
James,Garner,1,2,3001,47,663.1,526.6,244.0,143.5,11,0,7,49,MID
Jean-Philippe,Gbamin,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,44,MID
Ben,Godfrey,0,0,1120,13,64.9,221.4,156.0,44.3,4,0,2,43,DEF
Demarai,Gray,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,53,MID
Idrissa,Gueye,4,0,1885,25,237.1,406.8,154.0,79.7,7,0,8,48,MID
Michael,Keane,1,0,437,13,4.6,108.2,92.0,20.5,1,0,2,42,DEF
Dwight,McNeil,3,8,2891,39,1110.8,615.4,400.0,212.7,12,0,2,54,MID
Vitalii,Mykolenko,2,1,2469,37,239.8,517.4,211.0,96.8,9,0,1,45,DEF
Amadou,Onana,2,0,2085,38,282.7,354.0,254.0,89.5,5,0,5,47,MID
Nathan,Patterson,0,2,1000,21,138.2,207.2,26.0,37.3,2,0,4,43,DEF
Jordan,Pickford,0,0,3420,51,43.4,969.2,0.0,101.3,13,0,5,48,GK
Ellis,Simms,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45,FWD
James,Tarkowski,1,1,3420,51,269.6,915.4,320.0,150.9,13,0,11,46,DEF
João,Neves Virgínia,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,39,GK
Andy,Lonergan,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,39,GK
Ashley,Young,0,1,2277,34,365.2,284.8,87.0,74.0,9,1,5,44,DEF
Arnaut,Danjuma Groeneveld,1,0,587,10,79.3,73.6,271.0,42.4,2,0,0,52,MID
Lewis,Dobbin,1,0,226,3,50.5,68.4,59.0,17.7,1,0,1,45,MID
Youssef,Ramalho Chermiti,0,0,196,4,51.2,19.2,84.0,14.9,1,0,3,48,FWD
Thomas,Cannon,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,45,FWD
Tyler,Onyango,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,44,MID
Jack,Harrison,3,3,2212,26,405.7,397.4,339.0,114.3,11,0,1,55,MID
Norberto Bercique,Gomes Betuncal,3,0,943,20,139.6,158.8,425.0,71.3,2,0,2,57,FWD
Mackenzie,Hunt,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45,MID
Jenson,Metcalfe,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45,MID
Elijah,Campbell,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40,DEF
Lewis,Warrington,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,45,MID
Billy,Crellin,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40,GK
Armando,Broja,1,2,529,9,70.3,75.6,152.0,29.0,3,0,0,49,FWD
Alex,Iwobi,5,2,2331,41,718.8,504.2,534.0,175.9,7,0,2,53,MID
Andreas,Hoelgebaum Pereira,3,9,2611,40,1254.3,503.6,417.0,217.8,14,0,6,53,MID
Tom,Cairney,1,6,1472,27,407.2,335.2,170.0,90.9,4,0,3,49,MID
Ivan,Neves Abreu Cavaleiro,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,50,MID
Bobby,De Cordova-Reid,6,3,1410,29,255.3,330.6,325.0,90.0,3,0,4,52,MID
Issa,Diop,0,0,1423,26,20.5,348.8,37.0,40.8,5,1,2,44,DEF
Tyrese,Francois,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,44,MID
Anthony,Knockaert,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,44,MID
Terence,Kongolo,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40,DEF
Bernd,Leno,0,0,3420,61,0.1,1069.8,0.0,106.7,10,0,3,48,GK
Saša,Lukić,1,0,1113,20,155.6,192.4,115.0,46.2,5,0,3,43,MID
Kevin,Mbabu,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40,DEF
Aleksandar,Mitrović,0,0,32,0,0.3,6.4,26.0,3.3,0,0,0,74,FWD
Rodrigo,Muniz Carvalho,9,2,1589,27,213.1,409.0,875.0,148.2,6,0,1,43,FWD
João,Palhinha Gonçalves,4,1,2698,46,219.0,659.2,365.0,124.5,9,0,13,50,MID
Tim,Ream,1,0,1503,31,18.2,339.8,45.0,40.4,3,1,2,44,DEF
Harrison,Reed,0,2,1317,23,212.6,213.8,45.0,47.2,6,0,6,43,MID
Antonee,Robinson,0,6,3266,60,536.7,805.8,241.0,158.6,9,0,6,45,DEF
Marek,Rodák,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,39,GK
Kenny,Tete,1,0,863,21,93.4,195.2,67.0,35.6,2,0,2,44,DEF
Tosin,Adarabioyo,2,0,1616,25,39.3,431.8,152.0,62.4,6,0,2,43,DEF
Carlos Vinícius,Alves Morais,2,0,306,5,61.3,83.6,139.0,28.2,0,0,2,45,FWD
Harry,Wilson,4,7,1603,30,357.3,375.0,340.0,107.2,5,0,6,53,MID
Raúl,Jiménez,7,0,1390,29,185.9,335.8,440.0,95.1,4,1,3,50,FWD
Willian,Borges da Silva,4,3,2048,28,701.3,416.4,439.0,155.5,9,0,1,53,MID
Calvin,Bassey,1,0,2299,42,34.8,462.8,50.0,55.0,6,1,4,44,DEF
Luc,De Fougerolles,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,39,DEF
Jay,Stansfield,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45,FWD
Matthew,Dibley-Dias,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45,MID
Adama,Traoré,2,3,363,13,108.1,164.2,140.0,41.3,0,0,2,49,MID
Luke,Harris,0,0,74,5,0.7,3.2,17.0,2.1,0,0,0,45,MID
Timothy,Castagne,1,3,2630,40,295.0,494.4,229.0,102.1,9,0,3,45,DEF
Steven,Benda,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40,GK
Fodé,Ballo-Touré,0,0,65,1,2.2,13.6,2.0,1.9,0,0,1,45,DEF
Devan,Tanton,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40,DEF
Kristian,Sekularac,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,44,MID
Joshua,King,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45,MID
Adrián,San Miguel del Castillo,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,38,GK
Trent,Alexander-Arnold,3,5,2153,28,1027.5,601.8,237.0,186.8,8,0,6,84,DEF
Alisson,Ramses Becker,0,0,2520,30,10.4,671.2,0.0,68.1,8,0,1,57,GK
Stefan,Bajcetic,0,0,25,2,0.3,7.8,0.0,0.8,0,0,0,47,MID
Darwin,Núñez Ribeiro,11,11,2033,25,439.1,660.8,1223.0,232.4,6,0,9,75,FWD
Diogo,Teixeira da Silva,10,7,1141,11,290.2,483.8,639.0,141.4,5,1,1,79,MID
Harvey,Elliott,3,9,1330,13,570.0,417.2,391.0,137.5,4,0,2,48,MID
Fabio Henrique,Tavares,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,50,MID
Cody,Gakpo,8,5,1633,20,348.2,521.4,708.0,157.1,5,0,1,71,FWD
Joe,Gomez,0,2,1772,19,338.3,316.0,119.0,77.7,7,0,5,45,DEF
Jordan,Henderson,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,50,MID
Curtis,Jones,1,1,1156,19,203.2,174.0,195.0,57.0,2,1,3,49,MID
Caoimhin,Kelleher,0,0,900,11,10.0,261.2,0.0,27.0,2,0,0,36,GK
Ibrahima,Konaté,0,0,1570,19,139.9,357.4,87.0,58.5,6,1,3,49,DEF
Luis,Díaz,8,7,2625,33,844.0,613.0,1190.0,264.6,7,0,3,76,MID
Alexis,Mac Allister,5,5,2600,34,726.7,712.4,224.0,166.2,6,1,7,59,MID
Joel,Matip,0,0,779,9,33.3,192.8,35.0,26.1,2,0,2,48,DEF
Nathaniel,Phillips,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40,DEF
Andrew,Robertson,3,2,1689,22,936.1,552.2,230.0,171.9,3,0,2,65,DEF
Mohamed,Salah,18,12,2531,30,892.2,1033.8,1531.0,346.0,8,0,2,134,MID
Dominik,Szoboszlai,3,4,2102,23,830.0,423.4,377.0,162.8,8,0,1,71,MID
Thiago,Alcántara do Nascimento,0,0,5,1,0.4,0.6,0.0,0.1,0,0,0,47,MID
Konstantinos,Tsimikas,0,3,675,7,267.5,158.8,35.0,46.2,4,0,0,43,DEF
Sepp,van den Berg,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40,DEF
Virgil,van Dijk,2,2,3177,40,176.3,911.2,449.0,153.8,9,1,3,66,DEF
Jarell,Quansah,2,0,1188,15,58.8,331.6,104.0,49.4,2,0,1,40,DEF
Bobby,Clark,0,0,86,0,5.3,11.6,19.0,3.6,0,0,0,44,MID
Ben,Doak,0,0,13,0,0.8,0.2,0.0,0.1,0,0,0,43,MID
James,McConnell,0,0,3,0,0.4,1.0,0.0,0.1,0,0,0,44,MID
Wataru,Endo,1,0,1714,16,269.5,281.6,53.0,60.1,6,0,10,54,MID
Ryan,Gravenberch,1,0,1110,17,229.4,187.0,198.0,61.5,3,0,0,50,MID
Luke,Chambers,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40,DEF
Callum,Scanlon,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,39,DEF
Treymaurice,Nyoni,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45,MID
Marcelo,de Araújo Pitaluga Filho,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40,GK
Conor,Bradley,1,3,752,7,215.8,230.4,160.0,60.6,3,0,2,41,DEF
Owen,Beck,0,0,7,0,0.3,5.0,0.0,0.5,0,0,0,45,DEF
Kaide,Gordon,0,0,1,0,0.3,0.2,2.0,0.3,0,0,0,45,MID
Lewis,Koumas,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45,FWD
Fabian,Mrozek,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40,GK
Jayden,Danns,0,0,7,0,3.7,0.0,0.0,0.2,0,0,1,43,FWD
Amara,Nallo,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40,DEF
Albert,Sambi Lokonga,1,3,1304,31,154.9,289.8,56.0,49.9,2,0,4,49,MID
Marvelous,Nakamba,0,0,1131,24,102.8,146.4,14.0,26.5,0,0,5,43,MID
Elijah,Adebayo,10,1,1405,36,177.0,413.6,527.0,111.8,2,0,1,48,FWD
Mads Juel,Andersen,1,0,397,6,1.8,126.8,27.0,15.6,0,0,1,38,DEF
Amari'i,Bell,0,0,1720,41,119.6,358.2,50.0,52.7,2,0,0,38,DEF
Luke,Berry,2,1,309,8,29.7,112.6,117.0,25.6,0,0,1,46,MID
Reece,Burke,0,4,1659,37,172.4,406.4,131.0,70.9,1,0,5,40,DEF
Allan,Campbell,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,49,MID
Jordan,Clark,1,1,1297,41,187.5,198.8,177.0,56.5,1,0,4,48,MID
Alfie,Doughty,2,10,2923,74,1126.0,690.4,318.0,213.3,2,0,5,43,DEF
Luke,Freeman,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,49,MID
Matt,Macey,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40,GK
John,McAtee,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45,FWD
Carlos,Mendes Gomes,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45,MID
Carlton,Morris,11,6,2859,72,305.6,620.2,908.0,183.4,3,0,4,47,FWD
Admiral,Muskwe,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45,FWD
Chiedozie,Ogbene,4,4,1987,47,378.3,412.6,486.0,127.7,2,0,1,48,FWD
Fred,Onyedinma,0,0,403,14,32.8,36.2,71.0,14.1,0,0,1,50,MID
Gabriel,Osho,2,0,1846,47,37.9,448.6,103.0,59.0,2,0,3,44,DEF
Aribim,Pepple,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45,FWD
Dion,Pereira,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,44,MID
Dan,Potts,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,39,DEF
Glen,Rea,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,44,MID
James,Shea,0,0,14,0,0.0,11.0,0.0,1.1,0,0,0,42,GK
Joe,Taylor,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45,FWD
Elliot,Thorpe,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45,MID
Jack,Walton,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40,GK
Louie,Watson,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,44,MID
Cauley,Woodrow,1,1,406,11,127.1,127.0,103.0,35.8,0,0,2,43,FWD
Teden,Mengi,1,0,2467,59,83.0,579.6,95.0,76.0,1,0,3,39,DEF
Ryan,Giles,0,0,498,14,108.7,83.2,38.0,23.1,0,0,0,42,DEF
Tom,Lockyer,1,1,1169,23,39.2,286.2,80.0,40.6,0,0,4,42,DEF
Pelly Ruddock,Mpanzu,0,0,1085,29,102.3,108.8,70.0,28.0,1,0,1,46,MID
Tahith,Chong,4,2,1972,51,206.3,303.6,310.0,81.6,0,0,4,44,MID
Issa,Kaboré,0,3,1727,39,253.0,326.6,62.0,64.0,0,0,7,40,DEF
Thomas,Kaminski,0,0,3405,85,10.0,1116.6,0.0,112.2,2,0,3,45,GK
Ross,Barkley,5,5,2616,66,622.8,687.4,379.0,168.7,2,0,6,45,MID
Jacob,Brown,2,1,1013,26,116.4,162.6,249.0,52.0,1,0,4,49,FWD
Aidan,Francis-Clarke,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40,DEF
Tim,Krul,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,44,GK
Joseph,Johnson,0,0,75,5,0.9,1.0,0.0,0.2,0,0,1,40,DEF
Andros,Townsend,1,4,1197,27,293.6,221.4,148.0,65.9,3,0,1,50,MID
Jayden,Luker,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45,MID
Zack,Nelson,0,0,4,1,0.1,2.0,0.0,0.2,0,0,0,45,MID
Daiki,Hashioka,0,0,592,21,51.9,101.4,8.0,16.2,0,0,0,40,DEF
Axel,Piesold,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45,MID
Dominic,Dos Santos Martins,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45,MID
Christian,Chigozie,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40,DEF
Taylan,Harris,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45,FWD
Manuel,Akanji,2,0,2512,23,298.7,536.4,137.0,97.4,11,1,2,50,DEF
Nathan,Aké,2,3,2039,20,197.7,447.2,249.0,89.7,6,0,0,50,DEF
Julián,Álvarez,11,11,2644,24,1005.2,737.0,992.0,273.3,12,0,2,64,FWD
Bernardo,Veiga de Carvalho e Silva,6,9,2576,26,959.5,747.4,570.0,228.0,10,0,8,62,MID
Oscar,Bobb,1,2,294,5,147.1,105.4,107.0,36.0,1,0,0,44,MID
João,Cancelo,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,58,DEF
Scott,Carson,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,38,GK
Shea,Charles,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45,MID
Kevin,De Bruyne,4,10,1219,8,901.1,527.6,406.0,183.6,7,0,2,106,MID
Rúben,Gato Alves Dias,0,0,2557,28,208.5,578.4,225.0,101.5,9,0,0,55,DEF
Ederson,Santana de Moraes,0,0,2785,27,10.0,551.8,0.0,56.0,11,0,5,55,GK
Phil,Foden,19,8,2860,27,1157.8,1154.8,1172.0,348.8,14,0,2,85,MID
Jack,Grealish,3,1,998,13,384.1,240.4,295.0,91.9,3,0,6,72,MID
Erling,Haaland,27,8,2553,25,367.2,1094.6,1581.0,303.3,11,0,1,143,FWD
Mateo,Kovačić,1,0,1539,14,365.9,265.0,129.0,76.0,9,0,4,46,MID
Aymeric,Laporte,0,0,11,0,0.1,11.4,17.0,2.9,0,0,0,49,DEF
Rico,Lewis,2,0,804,9,195.9,148.0,114.0,45.8,4,0,1,42,DEF
Riyad,Mahrez,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,75,MID
Stefan,Ortega Moreno,0,0,632,7,0.0,171.2,0.0,17.3,1,0,0,36,GK
Máximo,Perrone,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,44,MID
Rodrigo,Hernandez,8,10,2931,26,894.8,1043.8,484.0,242.3,14,1,8,56,MID
Sergio,Gómez,0,1,48,2,23.0,22.6,10.0,5.6,0,0,0,38,DEF
Zack,Steffen,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,39,GK
John,Stones,1,0,1061,9,128.4,188.4,70.0,38.7,5,0,2,53,DEF
Kyle,Walker,0,5,2766,29,534.1,465.4,126.0,112.6,10,0,2,55,DEF
Matheus Luiz,Nunes,0,2,831,13,221.3,146.0,150.0,51.8,2,1,0,47,MID
Joško,Gvardiol,4,2,2327,23,362.2,544.4,389.0,129.7,9,0,3,52,DEF
Jérémy,Doku,3,10,1585,19,640.2,524.2,875.0,203.9,1,0,3,64,MID
Mahamadou,Susoho,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45,MID
Micah,Hamilton,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45,MID
Jacob,Wright,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45,MID
Mason,Mount,1,0,509,13,107.6,105.8,64.0,27.9,1,0,2,68,MID
Alex,Telles,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45,DEF
Amad,Diallo,1,1,385,6,123.8,117.0,114.0,35.2,1,0,1,44,MID
Antony Matheus,dos Santos,1,1,1311,26,327.7,247.8,347.0,91.8,3,0,5,68,MID
Bruno,Borges Fernandes,10,9,3118,52,1663.0,1101.6,748.0,351.3,7,0,9,85,MID
Brandon,Williams,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40,DEF
Eric,Bailly,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40,DEF
Carlos Henrique,Casimiro,1,3,1981,34,247.9,628.4,323.0,119.9,5,0,7,53,MID
Diogo,Dalot Teixeira,2,3,3174,55,590.8,738.6,212.0,154.4,8,1,4,52,DEF
Christian,Eriksen,1,2,1134,27,400.5,255.4,93.0,75.0,2,0,1,58,MID
Álvaro,Fernández Carreras,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40,DEF
Frederico,Rodrigues de Paula Santos,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,50,MID
Alejandro,Garnacho,7,7,2564,39,616.8,527.2,1103.0,224.3,8,0,4,50,MID
Hannibal,Mejbri,1,0,131,1,29.8,48.2,13.0,9.0,1,0,1,43,MID
Tom,Heaton,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,39,GK
Victor,Lindelöf,1,1,1328,16,125.9,263.8,105.0,49.6,5,0,2,45,DEF
Harry,Maguire,2,4,1650,29,90.9,493.4,192.0,77.7,4,0,3,43,DEF
Kobbie,Mainoo,3,1,1927,31,256.7,413.4,134.0,80.6,7,0,3,44,MID
Tyrell,Malacia,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,43,DEF
Anthony,Martial,1,1,439,6,85.0,67.2,97.0,24.5,1,0,0,64,FWD
Lisandro,Martínez,0,1,643,12,45.7,144.4,4.0,19.4,1,0,3,47,DEF
Scott,McTominay,7,1,1891,30,179.5,539.4,492.0,121.3,7,0,2,45,MID
Facundo,Pellistri Rebollo,0,1,164,2,19.3,47.0,66.0,13.3,0,0,0,42,MID
Raphaël,Varane,1,0,1370,23,35.3,356.2,85.0,47.7,3,0,2,49,DEF
Marcus,Rashford,7,3,2264,37,358.6,453.2,672.0,148.3,7,0,2,84,MID
Jadon,Sancho,0,0,76,1,14.8,9.8,12.0,3.6,0,0,0,67,MID
Luke,Shaw,0,1,960,13,199.3,197.2,29.0,42.6,4,0,6,52,DEF
Shola,Shoretire,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,44,FWD
Donny,van de Beek,0,0,2,0,10.3,0.0,6.0,1.6,0,0,0,47,MID
Aaron,Wan-Bissaka,0,2,1778,34,196.5,397.8,60.0,65.5,3,0,4,44,DEF
André,Onana,0,0,3420,58,33.2,1167.8,0.0,120.2,9,0,5,50,GK
Rasmus,Højlund,10,2,2156,35,345.8,480.6,648.0,147.0,6,0,2,71,FWD
Omari,Forson,0,1,67,2,23.6,24.2,4.0,5.2,0,0,0,44,MID
Radek,Vítek,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40,GK
Daniel,Gore,0,0,1,0,0.0,3.0,0.0,0.3,0,0,0,45,MID
Altay,Bayindir,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,39,GK
Jonny,Evans,0,1,1389,24,81.2,330.8,21.0,43.6,4,0,2,40,DEF
Sofyan,Amrabat,0,0,929,15,102.5,159.0,6.0,27.0,2,0,6,50,MID
Joe,Hugill,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45,FWD
Willy,Kambwala,0,0,325,10,2.4,53.8,0.0,5.5,0,0,1,39,DEF
Rhys,Bennett,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40,DEF
Toby,Collyer,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45,MID
Habeeb,Ogunneye,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40,DEF
Dermot,Mee,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40,GK
Harry,Amass,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40,DEF
